t_host_s,seq,base_us,idx,ax,ay,az,t_dev_us
1762339443.183855,5959,1155537109,13,-785,2375,-355,1155552715
1762339443.183855,5959,1155537109,14,-701,2231,-724,1155553915
1762339443.183855,5959,1155537109,15,-637,2127,-1104,1155555116
1762339443.183855,5959,1155537109,16,-600,1949,-1289,1155556316
1762339443.183855,5959,1155537109,17,-563,1724,-1614,1155557517
1762339443.183855,5959,1155537109,18,-349,1619,-1946,1155558717
1762339443.183855,5959,1155537109,19,-358,1436,-2176,1155559918
1762339443.184114,5960,1155576171,0,-350,1224,-2269,1155576171
1762339443.184114,5960,1155576171,1,-235,998,-2524,1155577371
1762339443.184114,5960,1155576171,2,-81,947,-2782,1155578571
1762339443.184114,5960,1155576171,3,-49,774,-2877,1155579772
1762339443.184114,5960,1155576171,4,-27,633,-3069,1155580972
1762339443.184114,5960,1155576171,5,33,591,-3227,1155582173
1762339443.184114,5960,1155576171,6,149,495,-3380,1155583373
1762339443.184114,5960,1155576171,7,172,413,-3443,1155584574
1762339443.184114,5960,1155576171,8,222,388,-3543,1155585774
1762339443.184114,5960,1155576171,9,342,313,-3631,1155586975
1762339443.184114,5960,1155576171,10,410,278,-3646,1155588175
1762339443.184114,5960,1155576171,11,453,274,-3628,1155589376
1762339443.184114,5960,1155576171,12,529,307,-3626,1155590576
1762339443.184114,5960,1155576171,13,610,313,-3585,1155591777
1762339443.184114,5960,1155576171,14,643,365,-3572,1155592977
1762339443.184114,5960,1155576171,15,730,359,-3473,1155594178
1762339443.184114,5960,1155576171,16,851,382,-3351,1155595378
1762339443.184114,5960,1155576171,17,1065,377,-3250,1155596579
1762339443.184114,5960,1155576171,18,1102,513,-2985,1155597779
1762339443.184114,5960,1155576171,19,1042,558,-2571,1155598980
1762339443.184384,5961,1155615234,0,1114,730,-2256,1155615234
1762339443.184384,5961,1155615234,1,1168,868,-2107,1155616434
1762339443.184384,5961,1155615234,2,1264,929,-1877,1155617634
1762339443.184384,5961,1155615234,3,1259,1079,-1670,1155618835
1762339443.184384,5961,1155615234,4,1280,1122,-1593,1155620035
1762339443.184384,5961,1155615234,5,1377,1170,-1468,1155621236
1762339443.184384,5961,1155615234,6,1396,1144,-1291,1155622436
1762339443.184384,5961,1155615234,7,1367,1098,-1170,1155623637
1762339443.184384,5961,1155615234,8,1429,1059,-1152,1155624837
1762339443.184384,5961,1155615234,9,1519,979,-1043,1155626038
1762339443.184384,5961,1155615234,10,1445,822,-966,1155627238
1762339443.184384,5961,1155615234,11,1315,603,-989,1155628439
1762339443.184384,5961,1155615234,12,1324,428,-1149,1155629639
1762339443.184384,5961,1155615234,13,1274,344,-1286,1155630840
1762339443.184384,5961,1155615234,14,1257,303,-1462,1155632040
1762339443.184384,5961,1155615234,15,1283,360,-1541,1155633241
1762339443.184384,5961,1155615234,16,1316,427,-1594,1155634441
1762339443.184384,5961,1155615234,17,1232,582,-1505,1155635642
1762339443.184384,5961,1155615234,18,1203,705,-1457,1155636842
1762339443.184384,5961,1155615234,19,1287,764,-1294,1155638043
1762339443.218765,5962,1155654296,0,1274,742,-1137,1155654296
1762339443.218765,5962,1155654296,1,1314,801,-817,1155655496
1762339443.218765,5962,1155654296,2,1261,794,-830,1155656696
1762339443.218765,5962,1155654296,3,1244,825,-662,1155657897
1762339443.218765,5962,1155654296,4,1196,900,-565,1155659097
1762339443.218765,5962,1155654296,5,1228,911,-544,1155660298
1762339443.218765,5962,1155654296,6,1144,755,-427,1155661498
1762339443.218765,5962,1155654296,7,1076,716,-374,1155662699
1762339443.218765,5962,1155654296,8,1091,590,-49,1155663899
1762339443.218765,5962,1155654296,9,1074,571,-184,1155665100
1762339443.218765,5962,1155654296,10,898,535,-104,1155666300
1762339443.218765,5962,1155654296,11,841,602,-101,1155667501
1762339443.218765,5962,1155654296,12,755,538,-110,1155668701
1762339443.218765,5962,1155654296,13,813,300,-48,1155669902
1762339443.218765,5962,1155654296,14,648,536,-43,1155671102
1762339443.218765,5962,1155654296,15,558,569,-11,1155672303
1762339443.218765,5962,1155654296,16,522,702,-14,1155673503
1762339443.218765,5962,1155654296,17,316,768,51,1155674704
1762339443.218765,5962,1155654296,18,259,822,-81,1155675904
1762339443.218765,5962,1155654296,19,303,1034,-106,1155677105
1762339443.219576,5963,1155693359,0,67,1201,-52,1155693359
1762339443.219576,5963,1155693359,1,-69,1059,93,1155694559
1762339443.219576,5963,1155693359,2,-104,1098,125,1155695759
1762339443.219576,5963,1155693359,3,-78,1159,267,1155696960
1762339443.219576,5963,1155693359,4,-266,1042,543,1155698160
1762339443.219576,5963,1155693359,5,-411,1156,911,1155699361
1762339443.219576,5963,1155693359,6,-544,1189,1036,1155700561
1762339443.219576,5963,1155693359,7,-553,1505,1385,1155701762
1762339443.219576,5963,1155693359,8,-802,1331,1694,1155702962
1762339443.219576,5963,1155693359,9,-847,1536,1779,1155704163
1762339443.219576,5963,1155693359,10,-980,1838,1933,1155705363
1762339443.219576,5963,1155693359,11,-1150,1988,2014,1155706564
1762339443.219576,5963,1155693359,12,-1280,2252,2036,1155707764
1762339443.219576,5963,1155693359,13,-1424,2537,2035,1155708965
1762339443.219576,5963,1155693359,14,-1530,2594,1940,1155710165
1762339443.219576,5963,1155693359,15,-1606,2978,2095,1155711366
1762339443.219576,5963,1155693359,16,-1631,3263,2158,1155712566
1762339443.219576,5963,1155693359,17,-1850,3451,2292,1155713767
1762339443.219576,5963,1155693359,18,-1843,3518,2464,1155714967
1762339443.219576,5963,1155693359,19,-2032,3908,2873,1155716168
1762339443.549353,5964,1155732421,0,-2018,4184,2968,1155732421
1762339443.549353,5964,1155732421,1,-2070,4318,3420,1155733621
1762339443.549353,5964,1155732421,2,-2115,4618,3761,1155734821
1762339443.549353,5964,1155732421,3,-2261,4856,4066,1155736022
1762339443.549353,5964,1155732421,4,-2277,5209,4317,1155737222
1762339443.549353,5964,1155732421,5,-2268,5477,4572,1155738423
1762339443.549353,5964,1155732421,6,-2239,5901,5019,1155739623
1762339443.549353,5964,1155732421,7,-2328,6312,5069,1155740824
1762339443.549353,5964,1155732421,8,-2347,6566,5218,1155742024
1762339443.549353,5964,1155732421,9,-2387,7080,5446,1155743225
1762339443.549353,5964,1155732421,10,-2306,7577,5586,1155744425
1762339443.549353,5964,1155732421,11,-2324,8110,5827,1155745626
1762339443.549353,5964,1155732421,12,-2207,8328,5989,1155746826
1762339443.549353,5964,1155732421,13,-2059,8811,6170,1155748027
1762339443.549353,5964,1155732421,14,-2230,9328,6403,1155749227
1762339443.549353,5964,1155732421,15,-2190,9513,6767,1155750428
1762339443.549353,5964,1155732421,16,-2156,9923,7129,1155751628
1762339443.549353,5964,1155732421,17,-2075,10213,7314,1155752829
1762339443.549353,5964,1155732421,18,-2019,10371,7699,1155754029
1762339443.549353,5964,1155732421,19,-2063,10565,8138,1155755230
1762339443.549852,5965,1155771484,0,-1946,10776,8305,1155771484
1762339443.549852,5965,1155771484,1,-1941,10921,8679,1155772684
1762339443.549852,5965,1155771484,2,-1845,10990,9016,1155773884
1762339443.549852,5965,1155771484,3,-1782,11038,9255,1155775085
1762339443.549852,5965,1155771484,4,-1717,11021,9358,1155776285
1762339443.549852,5965,1155771484,5,-1622,11000,9523,1155777486
1762339443.549852,5965,1155771484,6,-1574,10878,9626,1155778686
1762339443.549852,5965,1155771484,7,-1587,10760,9654,1155779887
1762339443.549852,5965,1155771484,8,-1842,10586,9670,1155781087
1762339443.549852,5965,1155771484,9,-1600,10432,9556,1155782288
1762339443.549852,5965,1155771484,10,-1496,9925,8992,1155783488
1762339443.549852,5965,1155771484,11,-1510,9130,8676,1155784689
1762339443.549852,5965,1155771484,12,-1571,8550,7842,1155785889
1762339443.549852,5965,1155771484,13,-1568,8455,7202,1155787090
1762339443.549852,5965,1155771484,14,-1500,8258,6969,1155788290
1762339443.549852,5965,1155771484,15,-1537,7967,6688,1155789491
1762339443.549852,5965,1155771484,16,-1582,7757,6576,1155790691
1762339443.549852,5965,1155771484,17,-1656,7356,6516,1155791892
1762339443.549852,5965,1155771484,18,-1664,7000,6442,1155793092
1762339443.549852,5965,1155771484,19,-1710,6813,6286,1155794293
1762339443.550123,5966,1155810546,0,-1810,6470,6083,1155810546
1762339443.550123,5966,1155810546,1,-1820,6293,5939,1155811746
1762339443.550123,5966,1155810546,2,-1945,6135,5639,1155812946
1762339443.550123,5966,1155810546,3,-1884,6102,5373,1155814147
1762339443.550123,5966,1155810546,4,-1895,6030,4943,1155815347
1762339443.550123,5966,1155810546,5,-1907,5911,4911,1155816548
1762339443.550123,5966,1155810546,6,-1908,5819,4659,1155817748
1762339443.550123,5966,1155810546,7,-1928,5744,4379,1155818949
1762339443.550123,5966,1155810546,8,-1865,5630,4217,1155820149
1762339443.550123,5966,1155810546,9,-1859,5515,3979,1155821350
1762339443.550123,5966,1155810546,10,-1871,5488,3744,1155822550
1762339443.550123,5966,1155810546,11,-1783,5364,3646,1155823751
1762339443.550123,5966,1155810546,12,-1789,5244,3499,1155824951
1762339443.550123,5966,1155810546,13,-1673,5193,3354,1155826152
1762339443.550123,5966,1155810546,14,-1642,5042,3247,1155827352
1762339443.550123,5966,1155810546,15,-1621,4926,3221,1155828553
1762339443.550123,5966,1155810546,16,-1589,4851,3195,1155829753
1762339443.550123,5966,1155810546,17,-1541,4742,3104,1155830954
1762339443.550123,5966,1155810546,18,-1420,4599,3110,1155832154
1762339443.550123,5966,1155810546,19,-1310,4497,3035,1155833355
1762339443.550380,5967,1155849609,0,-1297,4444,2953,1155849609
1762339443.550380,5967,1155849609,1,-1281,4353,2815,1155850809
1762339443.550380,5967,1155849609,2,-1287,4308,2753,1155852009
1762339443.550380,5967,1155849609,3,-1201,4243,2555,1155853210
1762339443.550380,5967,1155849609,4,-1104,4143,2308,1155854410
1762339443.550380,5967,1155849609,5,-1053,3954,2168,1155855611
1762339443.550380,5967,1155849609,6,-1082,3773,1962,1155856811
1762339443.550380,5967,1155849609,7,-1027,3678,1713,1155858012
1762339443.550380,5967,1155849609,8,-1022,3479,1457,1155859212
1762339443.550380,5967,1155849609,9,-991,3187,1289,1155860413
1762339443.550380,5967,1155849609,10,-968,2817,994,1155861613
1762339443.550380,5967,1155849609,11,-863,2776,655,1155862814
1762339443.550380,5967,1155849609,12,-878,2565,512,1155864014
1762339443.550380,5967,1155849609,13,-844,2230,221,1155865215
1762339443.550380,5967,1155849609,14,-778,2147,-122,1155866415
1762339443.550380,5967,1155849609,15,-715,1881,-282,1155867616
1762339443.550380,5967,1155849609,16,-751,1627,-578,1155868816
1762339443.550380,5967,1155849609,17,-644,1504,-890,1155870017
1762339443.550380,5967,1155849609,18,-544,1301,-1243,1155871217
1762339443.550380,5967,1155849609,19,-530,1121,-1376,1155872418
1762339443.550616,5968,1155888671,0,-500,924,-1661,1155888671
1762339443.550616,5968,1155888671,1,-355,835,-1985,1155889871
1762339443.550616,5968,1155888671,2,-287,714,-2155,1155891071
1762339443.550616,5968,1155888671,3,-246,560,-2437,1155892272
1762339443.550616,5968,1155888671,4,-126,474,-2695,1155893472
1762339443.550616,5968,1155888671,5,-80,386,-2898,1155894673
1762339443.550616,5968,1155888671,6,15,245,-2982,1155895873
1762339443.550616,5968,1155888671,7,153,147,-3146,1155897074
1762339443.550616,5968,1155888671,8,284,121,-3183,1155898274
1762339443.550616,5968,1155888671,9,273,50,-3233,1155899475
1762339443.550616,5968,1155888671,10,354,0,-3290,1155900675
1762339443.550616,5968,1155888671,11,531,9,-3282,1155901876
1762339443.550616,5968,1155888671,12,619,-50,-3259,1155903076
1762339443.550616,5968,1155888671,13,611,-34,-3234,1155904277
1762339443.550616,5968,1155888671,14,659,1,-3238,1155905477
1762339443.550616,5968,1155888671,15,784,48,-3240,1155906678
1762339443.550616,5968,1155888671,16,880,111,-3248,1155907878
1762339443.550616,5968,1155888671,17,931,179,-3144,1155909079
1762339443.550616,5968,1155888671,18,990,215,-3074,1155910279
1762339443.550616,5968,1155888671,19,1077,305,-2921,1155911480
1762339443.550877,5969,1155927734,0,1144,335,-2833,1155927734
1762339443.550877,5969,1155927734,1,1441,371,-2591,1155928934
1762339443.550877,5969,1155927734,2,1321,492,-2206,1155930134
1762339443.550877,5969,1155927734,3,1311,689,-2043,1155931335
1762339443.550877,5969,1155927734,4,1340,888,-1824,1155932535
1762339443.550877,5969,1155927734,5,1437,953,-1659,1155933736
1762339443.550877,5969,1155927734,6,1450,1113,-1575,1155934936
1762339443.550877,5969,1155927734,7,1456,1189,-1552,1155936137
1762339443.550877,5969,1155927734,8,1496,1217,-1551,1155937337
1762339443.550877,5969,1155927734,9,1559,1178,-1483,1155938538
1762339443.550877,5969,1155927734,10,1580,1062,-1439,1155939738
1762339443.550877,5969,1155927734,11,1628,914,-1325,1155940939
1762339443.550877,5969,1155927734,12,1597,836,-1125,1155942139
1762339443.550877,5969,1155927734,13,1519,692,-1002,1155943340
1762339443.550877,5969,1155927734,14,1468,551,-987,1155944540
1762339443.550877,5969,1155927734,15,1407,489,-1053,1155945741
1762339443.550877,5969,1155927734,16,1344,353,-1165,1155946941
1762339443.550877,5969,1155927734,17,1338,261,-1220,1155948142
1762339443.550877,5969,1155927734,18,1333,255,-1356,1155949342
1762339443.550877,5969,1155927734,19,1393,352,-1407,1155950543
1762339443.551109,5970,1155966796,0,1317,461,-1377,1155966796
1762339443.551109,5970,1155966796,1,1316,606,-1271,1155967996
1762339443.551109,5970,1155966796,2,1335,615,-1153,1155969196
1762339443.551109,5970,1155966796,3,1313,648,-967,1155970397
1762339443.551109,5970,1155966796,4,1273,628,-895,1155971597
1762339443.551109,5970,1155966796,5,1255,696,-704,1155972798
1762339443.551109,5970,1155966796,6,1225,701,-533,1155973998
1762339443.551109,5970,1155966796,7,1167,739,-473,1155975199
1762339443.551109,5970,1155966796,8,1182,763,-426,1155976399
1762339443.551109,5970,1155966796,9,1060,694,-382,1155977600
1762339443.551109,5970,1155966796,10,1149,703,-319,1155978800
1762339443.551109,5970,1155966796,11,1076,656,-273,1155980001
1762339443.551109,5970,1155966796,12,1011,689,-226,1155981201
1762339443.551109,5970,1155966796,13,899,687,-245,1155982402
1762339443.551109,5970,1155966796,14,867,685,-265,1155983602
1762339443.551109,5970,1155966796,15,838,676,-292,1155984803
1762339443.551109,5970,1155966796,16,654,614,-267,1155986003
1762339443.551109,5970,1155966796,17,619,638,-225,1155987204
1762339443.551109,5970,1155966796,18,584,669,-162,1155988404
1762339443.551109,5970,1155966796,19,502,662,-40,1155989605
1762339443.551354,5971,1156005859,0,377,656,79,1156005859
1762339443.551354,5971,1156005859,1,69,812,150,1156007059
1762339443.551354,5971,1156005859,2,218,982,178,1156008259
1762339443.551354,5971,1156005859,3,59,1026,286,1156009460
1762339443.551354,5971,1156005859,4,53,1107,327,1156010660
1762339443.551354,5971,1156005859,5,-41,1166,349,1156011861
1762339443.551354,5971,1156005859,6,-137,1479,410,1156013061
1762339443.551354,5971,1156005859,7,-481,1373,462,1156014262
1762339443.551354,5971,1156005859,8,-507,1497,598,1156015462
1762339443.551354,5971,1156005859,9,-454,1778,554,1156016663
1762339443.551354,5971,1156005859,10,-726,1807,672,1156017863
1762339443.551354,5971,1156005859,11,-732,1983,951,1156019064
1762339443.551354,5971,1156005859,12,-920,1981,1054,1156020264
1762339443.551354,5971,1156005859,13,-1016,2130,1191,1156021465
1762339443.551354,5971,1156005859,14,-1174,2196,1403,1156022665
1762339443.551354,5971,1156005859,15,-1192,2289,1590,1156023866
1762339443.551354,5971,1156005859,16,-1400,2401,1942,1156025066
1762339443.551354,5971,1156005859,17,-1483,2570,2164,1156026267
1762339443.551354,5971,1156005859,18,-1815,2718,2385,1156027467
1762339443.551354,5971,1156005859,19,-1761,3057,2553,1156028668
1762339443.577316,5972,1156044921,0,-1851,3169,2852,1156044921
1762339443.577316,5972,1156044921,1,-1898,3424,3040,1156046121
1762339443.577316,5972,1156044921,2,-1988,3671,3295,1156047321
1762339443.577316,5972,1156044921,3,-2149,3994,3435,1156048522
1762339443.577316,5972,1156044921,4,-2127,4171,3687,1156049722
1762339443.577316,5972,1156044921,5,-2326,4532,3906,1156050923
1762339443.577316,5972,1156044921,6,-2340,4928,4167,1156052123
1762339443.577316,5972,1156044921,7,-2446,5210,4433,1156053324
1762339443.577316,5972,1156044921,8,-2446,5667,4637,1156054524
1762339443.577316,5972,1156044921,9,-2431,6072,4864,1156055725
1762339443.577316,5972,1156044921,10,-2411,6476,5209,1156056925
1762339443.577316,5972,1156044921,11,-2411,6594,5507,1156058126
1762339443.577316,5972,1156044921,12,-2415,7046,5718,1156059326
1762339443.577316,5972,1156044921,13,-2349,7517,6103,1156060527
1762339443.577316,5972,1156044921,14,-2339,7713,6419,1156061727
1762339443.577316,5972,1156044921,15,-2460,8215,6693,1156062928
1762339443.577316,5972,1156044921,16,-2318,8756,6889,1156064128
1762339443.577316,5972,1156044921,17,-2250,9287,7235,1156065329
1762339443.577316,5972,1156044921,18,-2092,9540,7512,1156066529
1762339443.577316,5972,1156044921,19,-2304,10025,7706,1156067730
1762339443.940182,5973,1156083984,0,-2072,10426,7981,1156083984
1762339443.940182,5973,1156083984,1,-2014,10597,8294,1156085184
1762339443.940182,5973,1156083984,2,-1987,10946,8543,1156086384
1762339443.940182,5973,1156083984,3,-1882,11247,8703,1156087585
1762339443.940182,5973,1156083984,4,-1794,11398,9023,1156088785
1762339443.940182,5973,1156083984,5,-1781,11557,9334,1156089986
1762339443.940182,5973,1156083984,6,-1684,11687,9585,1156091186
1762339443.940182,5973,1156083984,7,-1634,11728,9726,1156092387
1762339443.940182,5973,1156083984,8,-1617,11668,9925,1156093587
1762339443.940182,5973,1156083984,9,-1717,11607,10021,1156094788
1762339443.940182,5973,1156083984,10,-1729,11449,10028,1156095988
1762339443.940182,5973,1156083984,11,-1471,11071,10141,1156097189
1762339443.940182,5973,1156083984,12,-1347,10876,10043,1156098389
1762339443.940182,5973,1156083984,13,-1356,10063,9834,1156099590
1762339443.940182,5973,1156083984,14,-1428,9369,9092,1156100790
1762339443.940182,5973,1156083984,15,-1378,9086,8414,1156101991
1762339443.940182,5973,1156083984,16,-1319,8560,7949,1156103191
1762339443.940182,5973,1156083984,17,-1314,8175,7781,1156104392
1762339443.940182,5973,1156083984,18,-1412,7950,7516,1156105592
